year,state,total_votes,dem,rep,other
1996,TN,1894105,0.4799871179264090,0.4559039757563600,0.06400859508844550
1996,TX,5611644,0.43831771937065100,0.48758741645050900,0.07318479219280480
1996,UT,665629,0.3329677643251720,0.54371278895601,0.12308057491485500
1996,VA,2416642,0.45147771163457400,0.471046187230049,0.0774761011353771
1996,VT,258449,0.5335443356329490,0.31090079667555300,0.15338809591060500
1996,WA,2253837,0.49840472048333600,0.3730136651408240,0.12858161437584000
1996,WI,2196169,0.48810952162606800,0.3847741225743560,0.12711635579957600
1996,WV,636459,0.515055958042859,0.3675743449303100,0.11736969702683100
1996,WY,211571,0.3683586124752450,0.4981211980848040,0.1335201894399520
2000,AK,285560,0.27666339823504700,0.5862095531587060,0.13338702899565800
2000,AL,1666272,0.4156650294789810,0.5648375535326770,0.019077917650899700
2000,AR,921781,0.4586425626043500,0.5130719769663290,0.028285460429321100
2000,AZ,1532016,0.4473458501738890,0.5102113816043700,0.04237096740504020
2000,CA,10965822,0.5344973682775450,0.41651496805255500,0.0489876636699009
2000,CO,1741368,0.4239350901130610,0.507502147736722,0.06856276215021750
2000,CT,1459525,0.5590962813244040,0.384436032270773,0.05643068806632300
2000,DC,201894,0.8515508137933770,0.08951727143946820,0.05626219699446240
2000,DE,327529,0.5497772716309090,0.4191628832866710,0.03105984508242020
2000,FL,5963110,0.48837821204036100,0.4884682657204040,0.02314681433010630
2000,GA,2583208,0.4321099965624140,0.5495956965137920,0.01829430692379400
2000,HI,367951,0.5579166791230350,0.3746286869719070,0.06745463390505800
2000,IA,1353022,0.4719191557860850,0.4688563822317750,0.05922446198214070
2000,ID,501615,0.27638128843834400,0.6717043948047810,0.027409467420232600
2000,IL,4742108,0.545965212095549,0.42584879973210200,0.02817628784498370
2000,IN,2199302,0.4101210293083900,0.566468816015263,0.01477241415685520
2000,KS,1072216,0.3723839226424530,0.580416632469577,0.047199444887970300
2000,KY,1544106,0.4137818258591060,0.565064833631888,0.021101530594402200
2000,LA,1765656,0.44875332454339900,0.5255106317425370,0.02573604371406440
2000,MA,2733964,0.5912612602067910,0.32132902993602000,0.08740970985718900
2000,MD,2025212,0.5648830838450490,0.40184780655062300,0.03245141743185410
2000,ME,651817,0.4908601647394900,0.43971850994987900,0.06942132531063170
2000,MI,4232501,0.5127979887069140,0.46146214732140600,0.025302533891899800
2000,MN,2438685,0.479055720603522,0.4550235065209320,0.06590929127788130
2000,MO,2359892,0.47084273348102400,0.5042281595937440,0.02492910692523220
2000,MS,994184,0.40698100150475200,0.5761951509982060,0.016823847497042800
2000,MT,410986,0.3336512679264010,0.584394602249225,0.08195412982437360
2000,NC,2914990,0.43145671168683300,0.559577562873286,0.008965725439881440
2000,ND,288256,0.3305533969804620,0.6065858126110120,0.06286079040852580
2000,NE,697009,0.3325351609520110,0.6224625506987710,0.04501663536625780
2000,NH,569081,0.46803179160787300,0.4807030985044310,0.04902289832203150
2000,NJ,3187226,0.5612560891508790,0.40291243859080000,0.03583147225832120
2000,NM,598605,0.47908554054844200,0.47847411899332600,0.042440340458232100
2000,NV,609426,0.4594126276200880,0.49485089247915300,0.045736479900759100
2000,NY,6960215,0.5901681198066440,0.34530168967481600,0.06452990317109460
2000,OH,4701998,0.46440428090356500,0.4998647383516540,0.03573098074478130
2000,OK,1234229,0.38426904569573400,0.603078521084823,0.012652433219443100
2000,OR,1533950,0.46959940024120700,0.46518921737996700,0.06521138237882590
2000,PA,4912185,0.5060817131276610,0.4643813292862550,0.0295369575860844
2000,RI,409112,0.6098770018967910,0.31911799213907200,0.0702008252019007
2000,SC,1383902,0.40901523373764900,0.5686038462261060,0.022380920036245300
2000,SD,316269,0.37564225390411300,0.6029677268401270,0.021390019255760100
2000,TN,2076181,0.4728489471775340,0.5114915318076800,0.015453373284891800
2000,TX,6407637,0.37981958091571000,0.5929859946810350,0.02708455550774800
2000,UT,770754,0.26344722181136900,0.6683014295092860,0.06825005124851770
2000,VA,2739447,0.4443561054475590,0.5247372918694910,0.029881943326518100
2000,VT,294308,0.5063470921619530,0.4069716079753180,0.08493483017790890
2000,WA,2487433,0.5015821531675430,0.44578647947502500,0.05263136735743230
2000,WI,2598607,0.47832819660687400,0.4761316351414430,0.045540168251682500
2000,WV,648124,0.4559266436669530,0.5191521992705100,0.02488412711147870
2000,WY,213726,0.282983820405566,0.6922274313841090,0.02478874821032540
2004,AK,312598,0.35516861912104400,0.6106532991253940,0.031650874285824000
2004,AL,1883415,0.36844402322377200,0.6246068975770080,0.006472285715044220
2004,AR,1054945,0.44547630445189100,0.5430595907843540,0.011464104763755500
2004,AZ,2012585,0.44396832928795600,0.5486943408601380,0.005890931314702240
2004,CA,12421353,0.5430555753467440,0.44357695977241800,0.011688581751118400
2004,CO,2129630,0.47037842254288300,0.5171109535459210,0.012510623911195800
2004,CT,1578769,0.543137089719902,0.4394727791082800,0.01738253031317440
2004,DC,227586,0.8918386895503240,0.09339766066454,0.012540314430588900
2004,DE,375190,0.5334683760228150,0.4575281857192360,0.009003438257949310
2004,FL,7609810,0.4709111002771420,0.5209751623233700,0.008113737399488290
2004,GA,3301875,0.41374946053378800,0.5797475676698850,0.005568654173764910
2004,HI,429013,0.5400955215809310,0.45264595711551900,0.007258521303550240
2004,IA,1506908,0.4923313168421700,0.4990065750530230,0.007936118196996770
2004,ID,598376,0.3026491704212740,0.6839094482399030,0.013441381338823700
2004,IL,5274322,0.5482316020902780,0.4447862682634850,0.006150932764438730
2004,IN,2468002,0.39262974665336600,0.5994476503665720,0.007316849824270810
2004,KS,1187756,0.3662309430556440,0.620039806155473,0.013689680372062900
2004,KY,1795882,0.39687072981409700,0.5954951383220060,0.007621881615829990
2004,LA,1943106,0.4221586470321230,0.5672202134109000,0.010621139556977300
2004,MA,2927455,0.616166602048537,0.3658840187124990,0.01630768022053290
2004,MD,2384238,0.5597146761355200,0.4297821777859430,0.010485949808702000
2004,ME,740752,0.5357285569259350,0.44576457437846900,0.018506868695595800
2004,MI,4839252,0.5123070672905650,0.4781205855781020,0.00957234713133352
2004,MN,2828387,0.5108968468600650,0.47613533791521500,0.012072605340075500
2004,MO,2731364,0.46100446516831900,0.5329619193926550,0.0055598594694811800
2004,MS,1139824,0.40161112592821300,0.5901437414899140,0.008245132581872290
2004,MT,450434,0.3856502839483700,0.5906814316858850,0.023668284365745000
2004,NC,3501007,0.435831462205017,0.5601719733779450,0.0033507502270061200
2004,ND,312833,0.3549881246543680,0.6286133496146510,0.01636975638759340
2004,NE,778186,0.3268216082016380,0.6589864119889080,0.012995607733883700
2004,NH,678287,0.5020161082255740,0.4883434298460680,0.008217760328592470
2004,NJ,3611691,0.5292340900702750,0.4623881168128720,0.00837779311685302
2004,NM,756304,0.490466796420487,0.498384247604138,0.01114895597537500
2004,NV,829587,0.4787804051895700,0.504696915453111,0.016522679357318800
2004,NY,7448266,0.5792328039841760,0.3977525775798020,0.022973803567165800
2004,OH,5627903,0.48706685243153600,0.508140243355296,0.004729292597971220
2004,OK,1463758,0.3442959833524390,0.6557040166475610,NA
2004,OR,1836782,0.5134866304221190,0.47192916742433200,0.014584202153549000
2004,PA,5769590,0.5092380914415060,0.484236661530542,0.006064902358746460
2004,RI,437134,0.5942342622628300,0.3867143713369360,0.019051366400234300
2004,SC,1617700,0.40901835939914700,0.5798194968164680,0.011162143784385200
2004,SD,388215,0.38443645917854800,0.5991113171824890,0.016452223638962900
2004,TN,2437319,0.4252529110879620,0.5679908949136330,0.00674019281021483
2004,TX,7410749,0.3822426046274140,0.6108582276906150,0.005233883916457030
2004,UT,927844,0.25995641508701900,0.7153594785330290,0.024637762382469500
2004,VA,3195415,0.4552591760381670,0.5373195656902160,0.006632315364357990
2004,VT,312309,0.5893746257712710,0.38801315363950400,0.019547947705637700
2004,WA,2859084,0.5282114831183690,0.45640281992414400,0.015385696957487100
2004,WI,2997007,0.49699717084411200,0.49319871458425000,0.009804114571637640
2004,WV,755792,0.43205141097021400,0.5607071786946670,0.0072347947583462100
2004,WY,243861,0.2902309102316480,0.6873956885274810,0.020405066820852900
2008,AK,326197,0.37889373599389300,0.5942451953880630,0.021557525053878500
2008,AL,2099819,0.38740434294574900,0.603169130291706,0.007662088970525560
2008,AR,1086617,0.3886465976512420,0.5871590449992960,0.024194357349461700
2008,AZ,2293475,0.4511525087476430,0.5363524782262720,0.011886765715780600
2008,CA,13561900,0.6101263834713430,0.36954858832464500,0.01883290689357690
2008,CO,2401361,0.5366023684069160,0.4470752210933720,0.016322410499712500
2008,CT,1646792,0.6058882967612180,0.3822146330562690,0.011635956453516900
2008,DC,265853,0.9245710975614340,0.06532557465968040,0.005822766716945080
2008,DE,412412,0.6194266898150390,0.36947033548975300,0.011102974695207700
2008,FL,8390744,0.5103330527066490,0.4821531916597620,0.007467156666917740
2008,GA,3924486,0.46990179096065100,0.5220451799292950,0.00732095871918004
2008,HI,456064,0.7145291011787820,0.2643620193657030,0.021108879455515000
2008,IA,1537123,0.5392802007386530,0.4439325935530210,0.012404342398103500
2008,ID,655122,0.3609098763283790,0.6151709147303860,0.02378182994923080
2008,IL,5522371,0.6191811452001320,0.36780922542147200,0.013007637480350400
2008,IN,2751054,0.4994591163968430,0.4891390717884850,0.010634833049442100
2008,KS,1235872,0.41651967194013600,0.5661225434349190,0.01735778462494500
2008,KY,1826620,0.4116811378392880,0.5739902114287590,0.014267335296887100
2008,LA,1960761,0.3993291380234510,0.5856272131075640,0.015043648868985100
2008,MA,3102995,0.6136319910280230,0.3573495928933180,0.02901841607865950
2008,MD,2631596,0.6191934476264590,0.364745196451127,0.012563478588658700
2008,ME,731163,0.5770573729797600,0.40384018337908200,0.01910244364115800
2008,MI,5001596,0.5743324730745950,0.40959705661952700,0.016070470305878400
2008,MN,2910369,0.5406029269827980,0.43822931044139100,0.017893607305465400
2008,MO,2925205,0.49292647865705100,0.49426074411878800,0.012785428713543200
2008,MS,1289865,0.43001554426238400,0.5617618898101740,0.008222565927442020
2008,MT,490109,0.4726846477008180,0.495324509445858,0.031990842853324500
2008,NC,4310851,0.49703666399047400,0.49374798618648600,0.005966803306354130
2008,ND,316621,0.44620540014717900,0.5325010027761900,0.02129359707663110
2008,NE,801281,0.415982657769247,0.5653185336979160,0.015158227887595000
2008,NH,710970,0.5412689705613460,0.44521428470962200,0.008792213454857450
2008,NJ,3868237,0.5727213715188600,0.4170393385927490,0.010239289888391000
2008,NM,830158,0.5690748026279340,0.4177903483433270,0.013134849028739100
2008,NV,967848,0.551466759243187,0.42654115108984100,0.0219920896669725
2008,NY,7722019,0.622239468719256,0.3564833238561060,0.021186298557411000
2008,OH,5708350,0.5150427006052540,0.4691057836327490,0.01576234813912950
2008,OK,1462661,0.343549188773065,0.656450811226935,NA
2008,OR,1827864,0.5674880625692070,0.40400981692292200,0.028502120507871500
2008,PA,6013272,0.5448552801203740,0.4416705247991440,0.011818690390190200
2008,RI,471766,0.6286400461245620,0.35057846474735400,0.016544218956007900
2008,SC,1920969,0.4489656001736620,0.5387364397863790,0.012297960039959
2008,SD,381975,0.44747431114601700,0.5315897637279930,0.02093592512598990
2008,TN,2599749,0.4182853806271300,0.5689695428289420,0.012745076543927900
2008,TX,8077795,0.4368312144588960,0.5545236045232640,0.006946945298809890
2008,UT,952370,0.3440574566607520,0.6258386971450170,0.03007024580782680
2008,VA,3723260,0.5262946987317570,0.46330500690255300,0.008693456809355240
2008,VT,325046,0.6745568319560920,0.30449228724549800,0.016446902899897200
2008,WA,3036878,0.5765289221364840,0.40476304942114900,0.018708028442367500
2008,WI,2983417,0.5621778651794240,0.4231366248834810,0.01468550993709560
2008,WV,713451,0.42589750382296800,0.5571034310695480,0.016874319329568500
2008,WY,254904,0.32509493770203700,0.6471377459749550,0.021800364058626000
2012,AK,300495,0.40812659112464400,0.5480157739729450,0.034306727233398200
2012,AL,2074338,0.3835903309875250,0.6054582232982280,0.00901781676853049
2012,AR,1069468,0.36878990301720100,0.6056693608410910,0.02554073614170780
2012,AZ,2299254,0.44589766941799400,0.536545331659747,0.01736041342104870
2012,CA,13038547,0.6023895914168960,0.371203785207048,0.024623525918954000
2012,CO,2569516,0.5149222655161520,0.4612709163904800,0.023806818093368600
2012,CT,1558204,0.5808501325885440,0.4074511424691500,0.011109585137761200
2012,DC,293764,0.9091311392818730,0.07278291417600520,0.015457986683187900
2012,DE,413890,0.5861074198458530,0.39982604073546100,0.014066539418686100
2012,FL,8474179,0.5000786506869870,0.49130977761975500,0.008606261444323990
2012,GA,3897839,0.45507959666882100,0.5332924217752450,0.011627981555933900
2012,HI,437159,0.7014793244563190,0.2768214768539590,0.02169919868972160
2012,IA,1582180,0.5198801653414910,0.46177868510536100,0.013637512798796600
2012,ID,652274,0.3262233355920980,0.6452978349589280,0.028478829448973900
2012,IL,5242014,0.5760213536247710,0.407327412708169,0.016491943745285700
2012,IN,2624534,0.43927302904058400,0.5412553238022450,0.01909329427624100
2012,KS,1159971,0.3799457055391900,0.5971132036921610,0.021960031759414700
2012,KY,1797212,0.37801327834445800,0.6049314159932160,0.016843867056307200
2012,LA,1994065,0.4057746362330220,0.5778457572847430,0.016379606482236000
2012,MA,3184196,0.6033830832021650,0.37319122315334900,0.023425693644486700
2012,MD,2707327,0.6197419077931850,0.3589773233894540,0.0174729539505202
2012,ME,724758,0.5537103419348250,0.40327392039825700,0.04008096495657860
2012,MI,4730961,0.5420820421051880,0.4471091602742020,0.009123516342662730
2012,MN,2936561,0.5265230315324630,0.4495820110666870,0.02027133098886760
2012,MO,2757323,0.4438348354545330,0.5376374113587710,0.018527753186695900
2012,MS,1285584,0.4378935954398940,0.5528584674358110,0.009247937124295260
2012,MT,484048,0.41698137374805800,0.553515353849205,0.029263626747760600
2012,NC,4505372,0.48350968577067600,0.5039306410214300,0.009880427187810460
2012,ND,321932,0.3881751425766930,0.5849682541654760,0.02107898562429330
2012,NE,794379,0.38027314417929000,0.5980319217904800,0.017015807316155100
2012,NH,710972,0.5197968415071200,0.4640379649268890,0.013776913858773600
2012,NJ,3638499,0.5834235491063760,0.4062356482714440,0.01034080262218020
2012,NM,783758,0.5299276052046680,0.4284332663909010,0.04163912840443100
2012,NV,1014918,0.5235624947040060,0.4567531564126360,0.019684348883358100
2012,NY,7116784,0.6283555887041110,0.3492352725613140,0.02236094280787500
2012,OH,5580822,0.5066674765831990,0.47688440878422600,0.016428941829716100
2012,OK,1334872,0.3322768025698340,0.6677231974301660,NA
2012,OR,1789270,0.54239326652769,0.42149871176513300,0.03610802170717670
2012,PA,5742040,0.520768577021407,0.46680866033674400,0.012422762641848500
2012,RI,446049,0.627009588632639,0.35243661570814000,0.017457723254620000
2012,SC,1964118,0.4408803340736150,0.5456113125586140,0.013508353367771200
2012,SD,363815,0.3986614075835250,0.5788931187554110,0.022445473661064000
2012,TN,2458577,0.39075814993795200,0.5947871471993760,0.014454702862672200
2012,TX,7993851,0.41383358283760900,0.5716697746805640,0.014165512967404600
2012,UT,1017440,0.2474966582796040,0.727905331026891,0.024559679194842000
2012,VA,3854489,0.5115645679621860,0.4728310289638910,0.013724517050120000
2012,VT,299290,0.665705503023823,0.3097263523672690,0.01774198937485380
2012,WA,3125516,0.5616339829967280,0.4129462143210910,0.02541980268218110
2012,WI,3071434,0.5277616253515460,0.4593834671361980,0.01285490751225650
2012,WV,670438,0.3553930415638730,0.6229584241943330,0.021648534241794200
2012,WY,250701,0.2763690611525280,0.6819358518713530,0.03357784771500710
2016,AK,318608,0.36550871290112000,0.5128151207753730,0.0927974187716567
2016,AL,2123372,0.3435794575797360,0.6208309236440910,0.02536437327043970
2016,AR,1130635,0.33653124129360900,0.6057410216382830,0.05772773706810770
2016,AZ,2573165,0.4512602184469320,0.4867161647232110,0.05466886111073330
2016,CA,14181595,0.6172639960455790,0.3161710653843940,0.058051157151223100
2016,CO,2780220,0.48156980382847400,0.4325139737143100,0.08591622245721560
2016,CT,1644920,0.5456630109670990,0.40926914378814800,0.043477494346229600
2016,DC,312575,0.9048388386787170,0.04070383108054070,0.03349916020155160
2016,DE,441590,0.5335333680563420,0.41922824339319300,0.04723838855046540
2016,FL,9420039,0.4782331580580510,0.49021941416590700,0.03153118580506940
2016,GA,4114732,0.4563998335736080,0.50771326054771,0.030453016138110600
2016,HI,437664,0.6098079805512910,0.29439707172625600,0.09579494772245380
2016,IA,1565580,0.41752513445496200,0.5116206134467740,0.05951915584000820
2016,ID,690255,0.27492013820979200,0.5926143236919690,0.13246553809823900
2016,IL,5536424,0.558253666987933,0.3876175307382530,0.05172978081158520
2016,IN,2734958,0.37774839686752000,0.5694003344841130,0.04899270848034960
2016,KS,1184402,0.36052370732234500,0.5665458180583960,0.0666260273116729
2016,KY,1924149,0.3268218833364780,0.6251963855190010,0.04759142873031140
2016,LA,2029032,0.3844956609851400,0.580886846535688,0.034617492479172300
2016,MA,3378821,0.5905006509667130,0.3228620279085520,0.08581158930881510
2016,MD,2781446,0.6032574423519280,0.3390930472854770,0.04154313979131720
2016,ME,771892,0.4634521409730900,0.43476678084498900,0.10178107818192200
2016,MI,4799284,0.4727453095086680,0.47497564219996100,0.05041314496079000
2016,MN,2944782,0.4644503396176700,0.4492519310427730,0.0770450919626648
2016,MO,2808605,0.3813523083523670,0.5677234783816170,0.048376329174091800
2016,MS,1209357,0.40114788271784100,0.5794103808883560,0.01944173639380270
2016,MT,494526,0.35935218775150300,0.5646619186857720,0.07598589356272470
2016,NC,4741564,0.46172866168209500,0.49828094696180400,0.02744368735716740
2016,ND,344360,0.27226739458706000,0.629556278313393,0.09711929376234170
2016,NE,844227,0.33698756377135500,0.5874735112712580,0.05652626603982100
2016,NH,744296,0.46826262669690600,0.46458666981953400,0.0509891226071348
2016,NJ,3874046,0.554530844496942,0.4135038665002950,0.03196528900276350
2016,NM,798319,0.48255647178634100,0.40042514333242700,0.11701838488123200
2016,NV,1125385,0.4791782367811900,0.4550069531760240,0.06581481004278540
2016,NY,7802084,0.5839624387535430,0.36138216404745200,0.05301275915511800
2016,OH,5496487,0.4355807627672000,0.5168765067578620,0.04457465286463880
2016,OK,1452992,0.2893168028454390,0.6532286481962740,0.05745454895828750
2016,OR,2001336,0.5007185200286210,0.39094035184496800,0.10834112812641200
2016,PA,6115402,0.4785361616456290,0.4857788580374600,0.0356849803169113
2016,RI,464144,0.5440660657037470,0.3889805749939670,0.046616998172980800
2016,SC,2103027,0.4067341978966510,0.5493933268569540,0.043872475246394800
2016,SD,370093,0.3173742815994900,0.615307503789588,0.06731821461092210
2016,TN,2508027,0.34716332798650100,0.6072203369421460,0.04011838788019430
2016,TX,8969226,0.4323525798101200,0.5223468557933540,0.03958535552566070
2016,UT,1131317,0.2746126859226900,0.4554081658810040,0.2699791481963060
2016,VA,3982752,0.49751352833417700,0.44427647013924000,0.05020799688255760
2016,VT,320467,0.5572274212321390,0.29759382401308100,0.07372365953436700
2016,WA,3317019,0.5253868006182660,0.3683268018663750,0.07378582998770880
2016,WI,2976150,0.4645384137224270,0.4721818456731010,0.059117988004636900
2016,WV,713051,0.26476928017771500,0.6863057481161940,0.04892497170609120
2016,WY,258788,0.2162890087639300,0.6739841105460840,0.08304867304511800
1976,ME-1,257923,0.479205034060553,0.492468682513773,0.0283262834256736
1976,ME-2,225045,0.482930080650537,0.485685085205181,0.0313848341442823
1980,ME-1,270436,0.434901418450206,0.466927480069222,0.0981711014805721
1980,ME-2,242158,0.426832894226084,0.463532074100381,0.109635031673535
1984,ME-1,293607,0.400024522576097,0.597642426781378,0.00233305064252555
1984,ME-2,258700,0.375202937765752,0.622450715114032,0.00234634712021647
1988,ME-1,NA,0.4388353887592670,0.5533542929725150,0.00781031826821732
1988,ME-2,NA,0.4388353887592670,0.5533542929725150,0.00781031826821732
1992,ME-1,NA,0.3876679730213000,0.30390626034769700,0.30842576663100300
1992,ME-2,NA,0.3876679730213000,0.30390626034769700,0.30842576663100300
1996,ME-1,NA,0.5162395588689170,0.3076067384390420,0.17615370269204200
1996,ME-2,NA,0.5162395588689170,0.3076067384390420,0.17615370269204200
2000,ME-1,348997,0.505141878010413,0.426023719401599,0.0688344025879879
2000,ME-2,302856,0.474344242808463,0.455655493039596,0.0700002641519402
2004,ME-1,384392,0.550747674249204,0.431392953027118,0.0178593727236779
2004,ME-2,356356,0.519533836949567,0.461271874193223,0.0191942888572102
2008,ME-1,NA,0.5770573729797600,0.40384018337908200,0.01910244364115800
2008,ME-2,NA,0.5770573729797600,0.40384018337908200,0.01910244364115800
2012,ME-1,374419,0.595682911390715,0.3817568018717,0.0225602867375854
2012,ME-2,336226,0.529399867945965,0.443793757770071,0.0268063742839638
2016,ME-1,NA,0.5396,0.3915,0.0689
2016,ME-2,NA,0.4097,0.5126,0.0777
1992,NE-1,NA,0.29403454157435600,0.4659750035929960,0.23999045483264800
1992,NE-2,NA,0.29403454157435600,0.4659750035929960,0.23999045483264800
1992,NE-3,NA,0.29403454157435600,0.4659750035929960,0.23999045483264800
1996,NE-1,NA,0.38,0.50,0.12
1996,NE-2,NA,0.38,0.53,0.09
1996,NE-3,NA,0.29,0.59,0.12
2000,NE-1,NA,0.36,0.59,0.05
2000,NE-2,NA,0.39,0.57,0.04
2000,NE-3,NA,0.25,0.71,0.04
2004,NE-1,NA,0.36,0.63,0.01
2004,NE-2,NA,0.38,0.6,0.02
2004,NE-3,NA,0.24,0.75,0.01
2008,NE-1,NA,0.4433,0.541,0.0157
2008,NE-2,NA,0.4997,0.4875,0.0128
2008,NE-3,NA,0.2963,0.6864,0.0173
2012,NE-1,264712,0.408300341503219,0.574288283115235,0.0174113753815467
2012,NE-2,266727,0.456980358193959,0.528540417730488,0.0144792240755529
2012,NE-3,259223,0.278177476535647,0.702356658166906,0.0194658652974466
2016,NE-1,NA,0.33698756377135500,0.5874735112712580,0.05652626603982100
2016,NE-2,NA,0.33698756377135500,0.5874735112712580,0.05652626603982100
2016,NE-3,NA,0.33698756377135500,0.5874735112712580,0.05652626603982100
